"annotation_id","annotator","created_at","id","image","label","lead_time","updated_at"
611,"1","2026-01-20T01:54:53.796701Z",1192,"/data/local-files/?d=raw_captures/side_view_2/20260119_165639_0055.jpg","[{""x"":0.01894235610961914,""y"":0.8156955242156982,""width"":74.91305470466614,""height"":88.04598450660706,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":59.65109487221182,""y"":13.396525018404,""width"":9.310036588672235,""height"":7.340798252853534,""rotation"":353.9909940425055,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",10.394,"2026-01-20T01:54:53.796714Z"
612,"1","2026-01-20T01:55:06.528988Z",1193,"/data/local-files/?d=raw_captures/top_view/20260119_165639_0056.jpg","[{""x"":13.03187608718872,""y"":59.36264246702194,""width"":68.19895505905151,""height"":40.24229347705841,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":44.42056119441986,""y"":0.18179118633270264,""width"":8.736133575439453,""height"":20.33902108669281,""rotation"":0,""rectanglelabels"":[""Truck""],""original_width"":1920,""original_height"":1080},{""x"":40.844860672950745,""y"":0,""width"":13.145160675048828,""height"":6.773368269205093,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":39.30877552069314,""y"":63.480763517675484,""width"":16.471449487554914,""height"":4.827546949170993,""rotation"":0.818455461686824,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",12.211,"2026-01-20T01:55:06.529000Z"
615,"1","2026-01-20T01:55:23.908251Z",1196,"/data/local-files/?d=raw_captures/side_view_2/20260119_165639_0056.jpg","[{""x"":0.32065510749816895,""y"":0.6136178970336914,""width"":68.84792447090149,""height"":87.40713596343994,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":51.54591587822647,""y"":15.114207229612328,""width"":10.81907833802936,""height"":7.51994120123808,""rotation"":353.6598082540923,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",14.027,"2026-01-20T01:55:23.908265Z"
616,"1","2026-01-20T01:55:37.073054Z",1197,"/data/local-files/?d=raw_captures/top_view/20260119_165639_0057.jpg","[{""x"":12.785324454307556,""y"":67.34340041875839,""width"":68.72468590736389,""height"":32.65660107135773,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":44.2282073199749,""y"":0.2689823508262634,""width"":8.894224464893341,""height"":20.63225656747818,""rotation"":0,""rectanglelabels"":[""Truck""],""original_width"":1920,""original_height"":1080},{""x"":40.91192111372948,""y"":0,""width"":13.243599236011505,""height"":6.8261489272117615,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":38.27268220332427,""y"":71.73893020949482,""width"":18.326583553591487,""height"":4.855812130480368,""rotation"":1.5174141250111006,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",12.572,"2026-01-20T01:55:37.073066Z"
619,"1","2026-01-20T01:55:51.006900Z",1200,"/data/local-files/?d=raw_captures/side_view_2/20260119_165639_0057.jpg","[{""x"":0,""y"":0.6685197353363037,""width"":65.0073230266571,""height"":87.47636675834656,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":46.200615578711556,""y"":16.97079233862862,""width"":11.685671924014365,""height"":8.090393758989556,""rotation"":350.537677791974,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",10.782,"2026-01-20T01:55:51.006916Z"
620,"1","2026-01-20T01:55:59.482500Z",1201,"/data/local-files/?d=raw_captures/top_view/20260119_165639_0058.jpg","[{""x"":11.508947610855103,""y"":75.83838626742363,""width"":71.61465883255005,""height"":24.16161447763443,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":44.15269270539284,""y"":0.2150498330593109,""width"":8.991222083568573,""height"":21.146076917648315,""rotation"":0,""rectanglelabels"":[""Truck""],""original_width"":1920,""original_height"":1080},{""x"":40.67511707544327,""y"":0,""width"":13.39820921421051,""height"":6.794058531522751,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":37.39019033674963,""y"":81.55197657393852,""width"":19.848096632503662,""height"":5.710102489019036,""rotation"":0,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",7.83,"2026-01-20T01:55:59.482514Z"
623,"1","2026-01-20T01:56:14.773987Z",1204,"/data/local-files/?d=raw_captures/side_view_2/20260119_165639_0058.jpg","[{""x"":0,""y"":0.5606234073638916,""width"":61.80400848388672,""height"":87.01959252357483,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":40.42706781733534,""y"":18.64204418836165,""width"":12.758231492167646,""height"":7.747790595701027,""rotation"":350.96892820356015,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",11.951,"2026-01-20T01:56:14.774002Z"
627,"1","2026-01-20T01:56:31.307542Z",1208,"/data/local-files/?d=raw_captures/side_view_2/20260119_165639_0059.jpg","[{""x"":0,""y"":0.4092484712600708,""width"":54.566675424575806,""height"":86.85092329978943,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":31.268588037095064,""y"":20.41772933183001,""width"":13.591870945545962,""height"":9.523508982620786,""rotation"":351.226323814322,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",11.6,"2026-01-20T01:56:31.307566Z"
631,"1","2026-01-20T01:56:50.965498Z",1212,"/data/local-files/?d=raw_captures/side_view_2/20260119_165639_0060.jpg","[{""x"":0,""y"":0.40509700775146484,""width"":40.367937088012695,""height"":87.9646360874176,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":14.450327733325269,""y"":28.875777693806405,""width"":14.431515320337857,""height"":9.901896957127395,""rotation"":346.7161958112318,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",13.613,"2026-01-20T01:56:50.965512Z"
656,"1","2026-01-20T01:57:39.098974Z",1237,"/data/local-files/?d=raw_captures/top_view/20260119_165702_0006.jpg","[{""x"":27.672553062438965,""y"":1.8832415342330933,""width"":42.37986207008362,""height"":97.74686694145203,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":60.30372634463169,""y"":48.864686978762876,""width"":2.4729392762850466,""height"":35.156876348722626,""rotation"":5.031934222830614,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",16.636,"2026-01-20T01:57:39.098991Z"
660,"1","2026-01-20T01:57:58.862050Z",1241,"/data/local-files/?d=raw_captures/top_view/20260119_165702_0007.jpg","[{""x"":26.499901711940765,""y"":2.494293451309204,""width"":45.05220949649811,""height"":96.98619842529297,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":61.48042300958144,""y"":53.40567008967668,""width"":1.975223279554023,""height"":34.553440702781884,""rotation"":6.490771634473674,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",14.531,"2026-01-20T01:57:58.862063Z"
664,"1","2026-01-20T01:58:23.878096Z",1245,"/data/local-files/?d=raw_captures/top_view/20260119_165702_0008.jpg","[{""x"":24.71848726272583,""y"":3.0573993921279907,""width"":47.9324996471405,""height"":96.2994396686554,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":62.140281703365595,""y"":57.859083798919066,""width"":2.4779246686789227,""height"":36.11252107467334,""rotation"":6.502261462019476,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",20.108,"2026-01-20T01:58:23.878117Z"
868,"1","2026-01-20T02:03:53.491593Z",1449,"/data/local-files/?d=raw_captures/top_view/20260119_165702_0059.jpg","[{""x"":13.935744762420654,""y"":31.865212321281433,""width"":73.25417995452881,""height"":68.1347906589508,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":43.333804341834345,""y"":34.419043220459386,""width"":10.625252434153598,""height"":2.928257686676429,""rotation"":0.9240453527708041,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",10.189,"2026-01-20T02:03:53.491607Z"
871,"1","2026-01-20T02:04:10.260930Z",1452,"/data/local-files/?d=raw_captures/side_view_2/20260119_165702_0059.jpg","[{""x"":0.7763266563415527,""y"":0.039893388748168945,""width"":83.71130228042603,""height"":88.67129683494568,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":73.39028459473651,""y"":11.371938256923048,""width"":4.204773141365122,""height"":11.420204978038084,""rotation"":7.206057001381396,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",13.838,"2026-01-20T02:04:10.260949Z"
879,"1","2026-01-20T02:04:31.006082Z",1460,"/data/local-files/?d=raw_captures/side_view_2/20260119_165702_0061.jpg","[{""x"":0,""y"":0.16327500343322754,""width"":66.02582931518555,""height"":86.90983653068542,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":46.53184480234258,""y"":16.83748169838944,""width"":7.988653001464149,""height"":15.37335285505123,""rotation"":0,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",9.803,"2026-01-20T02:04:31.006100Z"
880,"1","2026-01-20T02:04:40.888420Z",1461,"/data/local-files/?d=raw_captures/top_view/20260119_165702_0062.jpg","[{""x"":13.809168338775635,""y"":56.19296878576279,""width"":73.04939031600952,""height"":43.80703270435333,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":41.013909224011755,""y"":60.02928257686683,""width"":16.63616398243043,""height"":4.392386530014622,""rotation"":0,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",8.973,"2026-01-20T02:04:40.888433Z"
883,"1","2026-01-20T02:04:54.090884Z",1464,"/data/local-files/?d=raw_captures/side_view_2/20260119_165702_0062.jpg","[{""x"":0,""y"":0.16327500343322754,""width"":66.02582931518555,""height"":86.90983653068542,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":47.10834553440701,""y"":17.86237188872619,""width"":7.823938506588601,""height"":13.03074670571012,""rotation"":0,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",10.187,"2026-01-20T02:04:54.090897Z"
884,"1","2026-01-20T02:05:06.621497Z",1465,"/data/local-files/?d=raw_captures/top_view/20260119_165702_0063.jpg","[{""x"":13.695567846298218,""y"":75.41298195719719,""width"":73.96701574325562,""height"":24.587012827396393,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":40.025622254758375,""y"":82.13762811127367,""width"":20.589311859443672,""height"":6.442166910688142,""rotation"":0,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",11.763,"2026-01-20T02:05:06.621512Z"
887,"1","2026-01-20T02:05:19.752878Z",1468,"/data/local-files/?d=raw_captures/side_view_2/20260119_165702_0063.jpg","[{""x"":0,""y"":0.03412067890167236,""width"":54.77749705314636,""height"":87.81089782714844,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":31.149229320572992,""y"":23.82512990684579,""width"":9.965226939970718,""height"":14.217000288232837,""rotation"":352.1870302106276,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",10.401,"2026-01-20T02:05:19.752890Z"
891,"1","2026-01-20T02:05:34.298670Z",1472,"/data/local-files/?d=raw_captures/side_view_2/20260119_165702_0064.jpg","[{""x"":0,""y"":0.06127357482910156,""width"":51.7722487449646,""height"":87.43896484375,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":27.70387672820168,""y"":26.418452656105085,""width"":10.323825555374357,""height"":13.762811127379232,""rotation"":346.39026810418864,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",10.006,"2026-01-20T02:05:34.298684Z"
962,"1","2026-01-20T02:07:10.710508Z",1543,"/data/local-files/?d=raw_captures/side_view_1/20260119_165917_0006.jpg","[{""x"":55.26098757982254,""y"":33.132392168045044,""width"":44.669756293296814,""height"":66.81169271469116,""rotation"":0,""rectanglelabels"":[""Truck""],""original_width"":1920,""original_height"":1080},{""x"":9.049978852272034,""y"":4.175931215286255,""width"":53.56002449989319,""height"":83.23460221290588,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":28.742679355783295,""y"":24.890190336749587,""width"":3.623718887262088,""height"":35.285505124450964,""rotation"":0,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",17.491,"2026-01-20T02:07:10.710522Z"
968,"1","2026-01-20T02:07:44.363224Z",1549,"/data/local-files/?d=raw_captures/top_view/20260119_165917_0008.jpg","[{""x"":32.71428942680359,""y"":9.967850148677826,""width"":32.0726215839386,""height"":46.73607647418976,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":24.66987669467926,""y"":56.78253173828125,""width"":47.29072451591492,""height"":43.21746826171875,""rotation"":0,""rectanglelabels"":[""Truck""],""original_width"":1920,""original_height"":1080},{""x"":43.89641288433384,""y"":28.98975109809665,""width"":9.471083455344061,""height"":2.635431918008779,""rotation"":0,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080},{""x"":57.60786527099153,""y"":37.312907965670746,""width"":1.6891352320942183,""height"":19.500366661560715,""rotation"":4.061522677309085,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",21.207,"2026-01-20T02:07:44.363236Z"
972,"1","2026-01-20T02:08:07.671983Z",1553,"/data/local-files/?d=raw_captures/top_view/20260119_165917_0009.jpg","[{""x"":31.798255443572998,""y"":11.145353317260742,""width"":34.49142575263977,""height"":55.04103899002075,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":24.21993911266327,""y"":66.45124852657318,""width"":51.41770839691162,""height"":33.54875445365906,""rotation"":0,""rectanglelabels"":[""Truck""],""original_width"":1920,""original_height"":1080},{""x"":43.48462664714497,""y"":32.79648609077599,""width"":10.624084919472898,""height"":2.6354319180087815,""rotation"":0,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080},{""x"":58.671422991230536,""y"":41.79692962497262,""width"":1.4000732064421704,""height"":25.019463988886326,""rotation"":4.134671373735557,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",17.944,"2026-01-20T02:08:07.671999Z"
978,"1","2026-01-20T02:08:31.824342Z",1559,"/data/local-files/?d=raw_captures/side_view_1/20260119_165917_0010.jpg","[{""x"":10.911515355110168,""y"":5.6911081075668335,""width"":60.48699617385864,""height"":91.2110984325409,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":74.97232556343079,""y"":44.70198154449463,""width"":25.027674436569214,""height"":55.29801845550537,""rotation"":0,""rectanglelabels"":[""Truck""],""original_width"":1920,""original_height"":1080},{""x"":36.189071296610045,""y"":29.477755082868757,""width"":4.670879345249606,""height"":39.42353269075093,""rotation"":3.383005791327321,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",14.532,"2026-01-20T02:08:31.824355Z"
980,"1","2026-01-20T02:08:56.280309Z",1561,"/data/local-files/?d=raw_captures/top_view/20260119_165917_0011.jpg","[{""x"":30.17098903656006,""y"":11.110299825668335,""width"":38.467222452163696,""height"":71.20333909988403,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":19.80527937412262,""y"":83.36435779929161,""width"":60.091960430145264,""height"":16.63563996553421,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":43.40226939970707,""y"":38.79941434846265,""width"":11.447657393850646,""height"":3.2210834553440773,""rotation"":0,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080},{""x"":59.76972083312576,""y"":48.93524675294028,""width"":1.55228126662504,""height"":31.292814796877504,""rotation"":4.365257735024841,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",22.942,"2026-01-20T02:08:56.280335Z"
984,"1","2026-01-20T02:09:21.778840Z",1565,"/data/local-files/?d=raw_captures/top_view/20260119_165917_0012.jpg","[{""x"":27.7523472905159,""y"":11.930137872695923,""width"":42.050912976264954,""height"":77.74112224578857,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":60.528934848019446,""y"":53.92442174466518,""width"":1.9898173564743806,""height"":32.36877932434102,""rotation"":5.95645518003613,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080},{""x"":42.908063949260466,""y"":42.606464657116675,""width"":12.518331519642684,""height"":3.2216077122154423,""rotation"":359.9970267101396,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",20.805,"2026-01-20T02:09:21.778855Z"
988,"1","2026-01-20T02:09:43.175872Z",1569,"/data/local-files/?d=raw_captures/top_view/20260119_165917_0013.jpg","[{""x"":24.82539415359497,""y"":14.494222402572632,""width"":47.5030779838562,""height"":83.8638424873352,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":42.08455344070282,""y"":51.53733528550514,""width"":15.153733528550479,""height"":4.099560761347009,""rotation"":0,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080},{""x"":62.66587872726309,""y"":64.62680866111539,""width"":1.8218078600315903,""height"":33.4157126578457,""rotation"":7.2369220259653275,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",16.23,"2026-01-20T02:09:43.175885Z"
990,"1","2026-01-20T02:10:04.098020Z",1571,"/data/local-files/?d=raw_captures/side_view_1/20260119_165917_0013.jpg","[{""x"":11.700573563575745,""y"":7.2486817836761475,""width"":66.085946559906,""height"":92.2416090965271,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":87.22560629248619,""y"":50.49359351396561,""width"":12.77439147233963,""height"":49.50641095638275,""rotation"":0,""rectanglelabels"":[""Truck""],""original_width"":1920,""original_height"":1080},{""x"":41.174195507747534,""y"":34.01792695866635,""width"":6.0944363103953085,""height"":42.58119778395992,""rotation"":2.874966947731025,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",18.582,"2026-01-20T02:10:04.098034Z"
994,"1","2026-01-20T02:10:26.081055Z",1575,"/data/local-files/?d=raw_captures/side_view_1/20260119_165917_0014.jpg","[{""x"":13.524454832077026,""y"":7.865586876869202,""width"":68.36212277412415,""height"":90.5824363231659,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":45.89877477462538,""y"":36.48945976230669,""width"":6.176793557833077,""height"":45.00397809906404,""rotation"":5.070225209020293,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",14.109,"2026-01-20T02:10:26.081075Z"
996,"1","2026-01-20T02:10:37.528377Z",1577,"/data/local-files/?d=raw_captures/top_view/20260119_165917_0015.jpg","[{""x"":19.698631763458252,""y"":17.74548590183258,""width"":58.578211069107056,""height"":81.6073477268219,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":40.60212298682288,""y"":67.78916544655928,""width"":18.44802342606146,""height"":4.978038067349934,""rotation"":0,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",9.681,"2026-01-20T02:10:37.528391Z"
998,"1","2026-01-20T02:10:51.082251Z",1579,"/data/local-files/?d=raw_captures/side_view_1/20260119_165917_0015.jpg","[{""x"":14.529365301132202,""y"":9.557932615280151,""width"":76.88884735107422,""height"":89.59354162216187,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":55.701567577604095,""y"":43.9301511401357,""width"":8.627272737876366,""height"":50.130592610970126,""rotation"":8.285797023952341,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",11.667,"2026-01-20T02:10:51.082268Z"
1012,"1","2026-01-20T02:11:14.266540Z",1593,"/data/local-files/?d=raw_captures/top_view/20260119_165917_0019.jpg","[{""x"":12.497475743293762,""y"":50.43189227581024,""width"":69.50757503509521,""height"":49.387580156326294,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":39.69619326500731,""y"":54.02635431918008,""width"":15.400805270863838,""height"":4.3923865300146385,""rotation"":0,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",7.026,"2026-01-20T02:11:14.266555Z"
1016,"1","2026-01-20T02:11:27.238143Z",1597,"/data/local-files/?d=raw_captures/top_view/20260119_165917_0020.jpg","[{""x"":12.304967641830444,""y"":57.82754570245743,""width"":68.22367906570435,""height"":41.87847077846527,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":38.8726207906296,""y"":62.37188872620788,""width"":16.800878477305996,""height"":5.12445095168379,""rotation"":0,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",7.72,"2026-01-20T02:11:27.238156Z"
1020,"1","2026-01-20T02:11:38.437630Z",1601,"/data/local-files/?d=raw_captures/top_view/20260119_165917_0021.jpg","[{""x"":12.304967641830444,""y"":57.82754570245743,""width"":68.22367906570435,""height"":41.87847077846527,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":39.03733528550511,""y"":62.664714494875525,""width"":16.30673499267936,""height"":4.831625183016117,""rotation"":0,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",6.791,"2026-01-20T02:11:38.437642Z"
1036,"1","2026-01-20T02:12:08.478734Z",1617,"/data/local-files/?d=raw_captures/top_view/20260119_165917_0025.jpg","[{""x"":12.304967641830444,""y"":57.82754570245743,""width"":68.22367906570435,""height"":41.87847077846527,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":38.70790629575401,""y"":62.51830161054166,""width"":16.800878477306018,""height"":4.9780380673499405,""rotation"":0,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",6.912,"2026-01-20T02:12:08.478747Z"
1043,"1","2026-01-20T02:15:26.473490Z",1624,"/data/local-files/?d=raw_captures/side_view_2/20260119_165917_0026.jpg","[{""x"":33.36328566074371,""y"":0.4068315029144287,""width"":38.576143980026245,""height"":82.21112489700317,""rotation"":0,""rectanglelabels"":[""Truck""],""original_width"":1920,""original_height"":1080},{""x"":65.45404195785522,""y"":0.27535855770111084,""width"":34.46720838546753,""height"":43.16593408584595,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":82.31409569307964,""y"":7.430287504201498,""width"":1.7216812580726577,""height"":22.247831820544732,""rotation"":16.817291458857937,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",188.488,"2026-01-20T02:15:26.473517Z"
1044,"1","2026-01-20T02:15:34.184033Z",1625,"/data/local-files/?d=raw_captures/top_view/20260119_165917_0027.jpg","[{""x"":11.726459860801697,""y"":84.73666831851006,""width"":70.29805779457092,""height"":15.263332426548004,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":36.154831625183014,""y"":91.94729136163984,""width"":22.15409956076135,""height"":7.027818448023421,""rotation"":0,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",6.801,"2026-01-20T02:15:34.184045Z"
1051,"1","2026-01-20T02:15:56.309250Z",1632,"/data/local-files/?d=raw_captures/side_view_2/20260119_165917_0028.jpg","[{""x"":28.879904747009277,""y"":0,""width"":38.13372254371643,""height"":85.40303707122803,""rotation"":0,""rectanglelabels"":[""Truck""],""original_width"":1920,""original_height"":1080},{""x"":61.95424944162369,""y"":0.12855827808380127,""width"":37.878379225730896,""height"":45.91392278671265,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":79.45185346816528,""y"":7.4701141310065955,""width"":1.7692229797937178,""height"":23.439275324527724,""rotation"":15.629953061826598,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",12.547,"2026-01-20T02:15:56.309265Z"
1052,"1","2026-01-20T02:16:24.183510Z",1633,"/data/local-files/?d=raw_captures/top_view/0000.jpg","[{""x"":33.91758054494858,""y"":1.5502095222473145,""width"":35.95170080661774,""height"":77.83496379852295,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":27.10152268409729,""y"":75.83083435893059,""width"":52.055394649505615,""height"":23.846961557865143,""rotation"":0,""rectanglelabels"":[""Truck""],""original_width"":1920,""original_height"":1080},{""x"":61.59769093032643,""y"":35.23266453008952,""width"":2.7177891654465594,""height"":31.13155318414883,""rotation"":6.752773955567704,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080},{""x"":40.959762094254096,""y"":25.494458561134657,""width"":13.168988220517752,""height"":2.0854483065101537,""rotation"":1.974934010881384,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",27.114,"2026-01-20T02:16:24.183523Z"
1055,"1","2026-01-20T02:16:42.566478Z",1636,"/data/local-files/?d=raw_captures/side_view_2/0000.jpg","[{""x"":26.518619060516357,""y"":0.9280234575271606,""width"":42.168235778808594,""height"":86.0945463180542,""rotation"":0,""rectanglelabels"":[""Truck""],""original_width"":1920,""original_height"":1080},{""x"":66.11484587192535,""y"":0.31560808420181274,""width"":33.853644132614136,""height"":48.331817984580994,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":81.64023899177243,""y"":3.386873936061722,""width"":2.217295414911,""height"":24.61172750357365,""rotation"":16.7239194174432,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",13.667,"2026-01-20T02:16:42.566492Z"
1056,"1","2026-01-20T02:17:39.009208Z",1637,"/data/local-files/?d=raw_captures/top_view/0001.jpg","[{""x"":28.158925473690033,""y"":2.004927396774292,""width"":49.16737377643585,""height"":97.0820426940918,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":66.73206023198888,""y"":55.27136163072458,""width"":2.3531304716249104,""height"":36.997496145730715,""rotation"":9.280045687708764,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080},{""x"":37.90063444334534,""y"":41.17975035235507,""width"":17.95387994143482,""height"":3.3674963396778863,""rotation"":0.9166542563852431,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",28.789,"2026-01-20T02:17:39.009220Z"
1059,"1","2026-01-20T02:17:53.424174Z",1640,"/data/local-files/?d=raw_captures/side_view_2/0001.jpg","[{""x"":52.90134251117706,""y"":0,""width"":46.95445895195007,""height"":58.73563885688782,""rotation"":0,""rectanglelabels"":[""Container""],""original_width"":1920,""original_height"":1080},{""x"":10.697753727436066,""y"":0.6866574287414551,""width"":37.55888640880585,""height"":90.03579616546631,""rotation"":0,""rectanglelabels"":[""Truck""],""original_width"":1920,""original_height"":1080},{""x"":69.82200989005976,""y"":3.447776335801768,""width"":1.540528006818349,""height"":28.01213902818996,""rotation"":12.332169169265853,""rectanglelabels"":[""CodeArea""],""original_width"":1920,""original_height"":1080}]",10.308,"2026-01-20T02:17:53.424195Z"
